Image Number,Gate,Start/Restar the game,The joy of the players,yellow card,Red Card,Ball,Stadium View,referee Image,Penalty Image,Free Kick,Generic Moment
13205,0,1,0,0,0,0,0,1,0,0,0
13206,0,1,0,0,0,0,0,1,0,0,0
13372,1,0,0,0,0,1,0,0,0,1,0
13373,1,0,0,0,0,1,0,0,0,1,0
13374,1,0,0,0,0,1,0,0,0,1,0
13375,1,0,0,0,0,1,0,0,0,1,0
13511,1,0,0,0,0,1,0,0,0,1,0
13514,1,0,0,0,0,1,0,0,0,1,0
13516,1,0,0,0,0,1,0,1,0,1,0
13517,1,0,0,0,0,1,0,1,0,1,0
13518,1,0,0,0,0,1,0,1,0,1,0
13523,1,0,0,0,0,0,0,1,0,1,0
13524,1,0,0,0,0,1,0,1,0,1,0
13542,0,0,0,0,0,1,1,0,0,0,0
13544,0,0,0,0,0,0,1,0,0,0,0
13545,0,0,0,0,0,1,1,0,0,0,0
13546,1,0,0,0,0,1,1,0,0,0,0
13547,1,0,0,0,0,1,1,0,0,0,0
13548,1,0,0,0,0,1,1,0,0,0,0
13549,0,0,0,0,0,0,1,0,0,0,0
13570,0,0,0,0,0,0,1,0,0,0,0
13571,0,0,0,0,0,0,1,0,0,0,0
13573,0,0,0,0,0,1,1,0,0,0,0
13585,0,0,0,0,0,0,1,1,0,0,0
13586,0,0,0,1,0,0,0,1,0,0,0
13587,0,0,0,0,0,1,1,0,0,0,0
13590,0,0,0,1,0,0,0,0,0,0,0
13597,1,0,0,0,0,1,0,0,0,1,0
13599,1,0,0,0,0,1,0,1,0,1,0
13600,0,0,0,0,0,1,0,0,0,1,0
13601,1,0,0,0,0,1,0,1,0,1,0
13602,1,0,0,0,0,1,0,1,0,1,0
13605,1,0,0,0,0,1,0,0,0,1,0
13612,1,0,0,0,0,1,0,1,0,1,0
13623,1,0,0,0,0,1,0,0,0,1,0
13624,0,0,0,0,0,1,1,0,0,0,0
13859,0,0,0,0,0,1,0,0,0,1,0
13860,1,0,0,0,0,0,1,0,0,0,0
13861,1,0,0,0,0,0,1,0,0,0,0
13866,1,0,0,0,0,1,0,1,0,1,0
13893,1,0,0,0,0,1,1,0,0,0,0
13894,0,0,0,0,0,1,1,0,0,0,0
13895,0,0,0,0,0,0,1,0,0,0,0
13905,1,0,0,0,0,1,1,0,0,0,0
13967,1,0,0,0,0,0,1,0,0,0,0
13968,1,0,0,0,0,1,1,0,0,0,0
13972,1,0,0,0,0,0,1,0,0,0,0
13977,1,0,0,0,0,1,0,1,0,1,0
14022,1,0,0,0,0,1,0,1,0,1,0
14024,1,0,0,0,0,1,0,0,0,1,0
14025,1,0,0,0,0,1,0,0,0,1,0
14026,1,0,0,0,0,0,0,0,0,1,0
14027,1,0,0,0,0,0,0,1,0,1,0
14028,1,0,0,0,0,0,0,1,0,1,0
14029,1,0,0,0,0,1,0,0,0,1,0
14035,1,0,0,0,0,1,0,0,0,1,0
14036,1,0,0,0,0,1,0,0,0,1,0
14038,1,0,0,0,0,1,0,0,0,1,0
14039,1,0,0,0,0,1,0,0,0,1,0
14040,0,0,0,0,0,1,0,0,0,1,0
14041,1,0,0,0,0,1,0,1,0,1,0
14043,1,0,0,0,0,1,0,1,0,1,0
14044,1,0,0,0,0,1,0,1,0,1,0
14045,1,0,0,0,0,1,0,1,0,1,0
14046,1,0,0,0,0,1,0,1,0,1,0
14047,1,0,0,0,0,1,0,1,0,1,0
14147,0,0,0,0,0,1,1,0,0,0,0
14183,1,0,0,0,0,1,1,0,0,0,0
14184,1,0,0,0,0,1,1,0,0,0,0
14185,0,0,0,0,0,1,1,0,0,0,0
14186,0,0,0,0,0,1,1,0,0,0,0
14188,0,0,0,0,0,1,1,0,0,0,0
14189,1,0,0,0,0,1,1,0,0,0,0
14190,1,0,0,0,0,1,1,0,0,0,0
14191,0,0,0,0,0,0,1,0,0,0,0
14238,1,0,0,0,0,0,1,0,0,0,0
14239,1,0,0,0,0,0,1,0,0,0,0
14244,0,0,0,0,0,1,1,0,0,0,0
14245,1,0,0,0,0,1,1,0,0,0,0
14293,0,0,0,0,0,1,1,1,0,0,0
14294,0,0,0,0,0,1,1,1,0,0,0
14295,0,0,0,0,0,1,1,0,0,0,0
14348,1,0,0,0,0,1,1,0,0,0,0
14349,1,0,0,0,0,0,1,0,0,0,0
14372,0,0,0,0,0,1,1,0,0,0,0
14373,0,0,0,0,0,0,1,0,0,0,0
14416,1,0,0,0,0,1,1,0,0,0,0
14520,1,0,0,0,0,0,1,0,0,0,0
14544,1,0,0,0,0,1,1,0,0,0,0
14545,1,0,0,0,0,1,1,0,0,0,0
14547,1,0,0,0,0,1,1,0,0,0,0
14548,1,0,0,0,0,0,1,0,0,0,0
14549,1,0,0,0,0,0,1,0,0,0,0
14550,1,0,0,0,0,0,1,0,0,0,0
14551,1,0,0,0,0,0,1,0,0,0,0
14552,1,0,0,0,0,1,1,0,0,0,0
14553,1,0,0,0,0,1,1,0,0,0,0
14555,1,0,0,0,0,1,1,0,0,0,0
14556,1,0,0,0,0,1,1,0,0,0,0
14557,1,0,0,0,0,1,1,0,0,0,0
14559,1,0,0,0,0,1,1,0,0,0,0
14560,0,0,0,0,0,1,1,0,0,0,0
14561,0,0,0,0,0,0,1,0,0,0,0
14597,1,0,0,0,0,0,0,0,0,1,0
14604,1,0,0,0,0,0,1,0,0,0,0
14605,1,0,0,0,0,0,1,0,0,0,0
14606,1,0,0,0,0,0,1,0,0,0,0
14607,1,0,0,0,0,0,1,0,0,0,0
14612,1,0,0,0,0,1,0,0,0,1,0
14613,1,0,0,0,0,1,0,0,0,1,0
14617,1,0,0,0,0,1,0,0,0,1,0
14618,1,0,0,0,0,1,0,0,0,1,0
14619,1,0,0,0,0,1,0,0,0,1,0
14622,1,0,0,0,0,1,0,0,0,1,0
14623,1,0,0,0,0,1,0,1,0,1,0
14624,1,0,0,0,0,1,0,1,0,1,0
14625,1,0,0,0,0,1,0,1,0,1,0
14626,1,0,0,0,0,1,0,1,0,1,0
14629,1,0,0,0,0,1,0,1,0,1,0
14630,1,0,0,0,0,1,0,1,0,1,0
14631,1,0,0,0,0,1,0,1,0,1,0
14632,0,0,0,0,0,1,0,0,0,1,0
14633,1,0,0,0,0,1,0,1,0,1,0
14634,0,0,0,1,0,0,0,1,0,0,0
14638,1,0,0,0,0,1,0,0,0,1,0
14639,1,0,0,0,0,1,0,1,0,1,0
14640,1,0,0,0,0,1,0,1,0,1,0
14641,1,0,0,0,0,1,0,1,0,1,0
14642,1,0,0,0,0,1,0,1,0,1,0
14644,1,0,0,0,0,1,0,1,0,1,0
14669,1,0,0,0,0,1,0,0,0,1,0
14670,1,0,0,0,0,1,0,1,0,1,0
14671,1,0,0,0,0,1,0,0,0,1,0
14705,1,0,0,0,0,0,0,1,0,1,0
14707,1,0,0,0,0,0,1,0,0,0,0
14708,1,0,0,0,0,0,1,0,0,0,0
14712,1,0,0,0,0,1,0,1,0,1,0
14714,0,0,0,0,0,0,1,0,0,0,0
14715,0,0,0,0,0,0,1,0,0,0,0
14716,0,0,0,0,0,0,1,0,0,0,0
14717,1,0,0,0,0,0,0,0,0,1,0
14792,0,0,0,1,0,0,0,0,0,0,0
14797,0,0,0,1,0,0,0,0,0,0,0
14799,0,0,0,1,0,0,0,0,0,0,0
14856,1,0,0,0,0,1,0,1,0,1,0
14857,1,0,0,0,0,0,0,1,0,1,0
14858,1,0,0,0,0,1,0,1,0,1,0
14859,1,0,0,0,0,1,0,1,0,1,0
14860,1,0,0,0,0,1,0,1,0,1,0
14884,1,0,0,0,0,1,0,1,0,1,0
14889,1,0,0,0,0,1,0,1,0,1,0
14907,0,0,0,1,0,0,0,1,0,0,0
14908,0,0,0,1,0,0,0,1,0,0,0
14910,0,0,0,1,0,0,0,1,0,0,0
14913,0,0,0,1,0,0,0,0,0,0,0
14930,0,0,0,0,0,0,1,1,0,0,0
14932,0,0,0,0,0,0,1,1,0,0,0
14934,0,0,0,1,0,1,0,0,0,0,0
14935,0,0,0,1,0,0,0,0,0,0,0
14969,1,0,0,0,0,1,1,1,0,0,0
14974,0,0,0,0,0,0,1,0,0,0,0
15003,0,0,0,0,0,1,1,0,0,0,0
15005,1,0,0,0,0,0,1,0,0,0,0
15006,1,0,0,0,0,0,1,0,0,0,0
15007,0,0,1,0,0,0,0,0,0,0,0
15008,0,0,1,0,0,0,0,0,0,0,0
15010,0,0,0,0,0,0,1,0,0,0,0
15013,0,0,1,0,0,0,0,0,0,0,0
15014,0,0,1,0,0,0,0,0,0,0,0
15015,0,0,1,0,0,0,0,0,0,0,0
15017,0,0,1,0,0,0,0,0,0,0,0
15018,0,0,1,0,0,0,0,0,0,0,0
15019,0,0,1,0,0,0,0,0,0,0,0
15022,0,0,1,0,0,0,0,0,0,0,0
15023,0,0,1,0,0,0,0,0,0,0,0
15024,0,0,1,0,0,0,0,0,0,0,0
15026,0,0,1,0,0,0,0,0,0,0,0
15027,0,0,1,0,0,0,0,0,0,0,0
15028,0,0,1,0,0,0,0,0,0,0,0
15030,0,0,1,0,0,0,0,0,0,0,0
15034,0,0,1,0,0,0,0,0,0,0,0
15035,0,0,1,0,0,0,0,0,0,0,0
15036,0,0,1,0,0,0,0,0,0,0,0
15038,0,0,0,0,0,0,1,0,0,0,0
15039,0,0,0,0,0,0,1,0,0,0,0
15040,0,0,0,0,0,0,1,0,0,0,0
15041,0,0,0,0,0,0,1,0,0,0,0
15043,0,0,0,0,0,0,1,0,0,0,0
15044,0,0,0,0,0,0,1,0,0,0,0
15045,0,0,0,0,0,0,1,0,0,0,0
15046,0,0,0,0,0,0,1,0,0,0,0
15047,0,0,1,0,0,0,0,0,0,0,0
15048,0,0,1,0,0,0,0,0,0,0,0
15049,0,0,1,0,0,0,0,0,0,0,0
15052,0,0,1,0,0,0,0,0,0,0,0
15054,0,0,1,0,0,0,0,0,0,0,0
15056,0,0,1,0,0,0,0,0,0,0,0
15057,0,0,1,0,0,0,0,0,0,0,0
15058,0,0,1,0,0,0,0,0,0,0,0
15059,0,0,1,0,0,0,0,0,0,0,0
15060,1,0,1,0,0,0,0,0,0,0,0
15061,0,0,1,0,0,0,0,0,0,0,0
15062,0,0,1,0,0,0,0,0,0,0,0
15063,0,0,1,0,0,0,0,0,0,0,0
15064,1,0,0,0,0,1,0,1,0,1,0
15066,0,0,1,0,0,0,0,0,0,0,0
15067,0,0,1,0,0,0,0,0,0,0,0
15068,0,0,1,0,0,0,0,0,0,0,0
15069,0,0,1,0,0,0,0,0,0,0,0
15070,0,0,1,0,0,0,0,0,0,0,0
15080,0,0,1,0,0,0,0,0,0,0,0
15081,0,0,1,0,0,0,0,0,0,0,0
15082,0,0,1,0,0,0,0,0,0,0,0
15083,0,0,1,0,0,0,0,0,0,0,0
15084,0,0,1,0,0,0,0,0,0,0,0
15085,0,0,1,0,0,0,0,0,0,0,0
15091,0,0,0,0,0,0,1,0,0,0,0
15092,0,0,0,0,0,0,1,0,0,0,0
15093,0,0,0,0,0,0,1,0,0,0,0
15094,0,0,0,0,0,0,1,0,0,0,0
15095,0,0,0,0,0,0,1,0,0,0,0
15096,0,0,0,0,0,0,1,0,0,0,0
15097,0,0,0,0,0,0,1,0,0,0,0
15099,0,0,0,0,0,0,1,0,0,0,0
15100,0,0,0,0,0,0,1,0,0,0,0
15101,0,0,0,0,0,0,1,0,0,0,0
15102,0,0,0,0,0,0,1,0,0,0,0
15103,0,0,0,0,0,0,1,0,0,0,0
15104,0,0,0,0,0,0,1,0,0,0,0
15105,0,0,0,0,0,0,1,0,0,0,0
15113,0,0,0,0,0,0,1,0,0,0,0
15114,0,0,0,0,0,0,1,0,0,0,0
15202,0,0,0,0,0,0,1,0,0,0,0
15215,0,0,0,1,0,0,0,0,0,0,0
15216,0,0,0,1,0,0,0,0,0,0,0
15217,0,0,0,1,0,0,0,0,0,0,0
15218,0,0,0,1,0,0,0,0,0,0,0
15219,0,0,0,1,0,0,0,0,0,0,0
15221,0,0,0,0,0,0,1,0,0,0,0
15232,1,0,0,0,0,0,1,0,0,0,0
15245,0,0,0,1,0,0,0,0,0,0,0
15246,0,0,0,1,0,0,0,0,0,0,0
15247,0,0,0,1,0,0,0,0,0,0,0
15248,0,0,0,0,0,0,1,0,0,0,0
15262,0,0,0,0,0,0,1,0,0,0,0
15272,0,0,0,0,0,0,1,0,0,0,0
15286,1,0,0,0,0,1,0,1,0,1,0
15291,0,0,0,0,0,0,1,0,0,0,0
15466,1,0,0,0,0,1,0,1,0,1,0
15471,1,0,0,0,0,0,1,0,0,0,0
15554,1,0,0,0,0,0,0,0,0,1,0
15587,0,0,0,0,0,1,0,1,0,1,0
15591,1,0,0,0,0,0,1,0,0,0,0
15592,1,0,0,0,0,0,1,0,0,0,0
15634,1,0,0,0,0,0,1,0,0,0,0
15635,1,0,0,0,0,0,1,0,0,0,0
15636,1,0,0,0,0,0,1,0,0,0,0
15637,1,0,0,0,0,0,1,0,0,0,0
15638,1,0,0,0,0,0,1,0,0,0,0
15639,0,0,0,0,0,0,1,0,0,0,0
15643,1,0,0,0,0,1,0,1,0,1,0
15644,1,0,0,0,0,1,1,0,0,0,0
15645,0,0,0,0,0,0,1,0,0,0,0
15654,1,0,0,0,0,1,0,1,0,1,0
15665,1,0,0,0,0,1,0,1,0,1,0
15676,1,0,0,0,0,1,0,1,0,1,0
15687,1,0,0,0,0,1,0,1,0,1,0
15698,1,0,0,0,0,1,0,1,0,1,0
15709,1,0,0,0,0,1,0,1,0,1,0
15720,1,0,0,0,0,1,0,1,0,1,0
15765,0,0,1,0,0,0,0,0,0,0,0
15776,0,0,1,0,0,0,0,0,0,0,0
15787,0,0,1,0,0,0,0,0,0,0,0
15816,1,0,0,0,0,0,1,0,0,0,0
15831,0,0,1,0,0,0,0,0,0,0,0
15834,1,0,0,0,0,1,1,0,0,0,0
15835,1,0,0,0,0,0,1,0,0,0,0
15836,1,0,0,0,0,0,1,0,0,0,0
15841,1,0,0,0,0,1,1,0,0,0,0
15843,0,0,1,0,0,0,0,0,0,0,0
15844,1,0,0,0,0,1,1,0,0,0,0
15845,0,0,0,0,0,1,1,0,0,0,0
15885,0,0,0,0,0,0,1,1,0,0,0
15898,1,0,0,0,0,1,0,1,0,1,0
15909,1,0,0,0,0,1,0,1,0,1,0
15920,1,0,0,0,0,0,0,1,0,1,0
15964,0,0,0,0,0,1,1,0,0,0,0
15965,1,0,0,0,0,1,1,0,0,0,0
15966,1,0,0,0,0,1,1,0,0,0,0
15976,1,0,0,0,0,0,1,1,0,0,0
16010,1,0,0,0,0,1,1,0,0,0,0
16015,1,0,0,0,0,1,1,0,0,0,0
16016,1,0,0,0,0,0,1,0,0,0,0
16020,1,0,0,0,0,1,1,0,0,0,0
16034,1,0,0,0,0,1,1,0,0,0,0
16036,1,0,0,0,0,1,1,1,0,0,0
16037,0,0,0,0,0,1,1,0,0,0,0
16038,1,0,0,0,0,0,1,0,0,0,0
16039,1,0,0,0,0,0,1,0,0,0,0
16040,0,0,0,0,0,1,1,0,0,0,0
16044,1,0,0,0,0,1,1,0,0,0,0
16105,1,0,0,0,0,1,1,0,0,0,0
16106,1,0,0,0,0,1,1,0,0,0,0
16107,1,0,0,0,0,1,1,0,0,0,0
16108,1,0,0,0,0,1,1,0,0,0,0
16110,1,0,0,0,0,1,1,0,0,0,0
16111,0,0,0,0,0,0,1,0,0,0,0
16141,0,0,0,0,0,0,1,0,0,0,0
16143,0,0,0,0,0,0,1,0,0,0,0
16144,0,0,0,0,0,1,1,0,0,0,0
16145,0,0,0,0,0,1,1,0,0,0,0
16146,0,0,0,0,0,1,1,0,0,0,0
16147,0,0,0,0,0,1,1,0,0,0,0
16148,0,0,0,0,0,0,1,0,0,0,0
16250,0,0,0,0,0,1,1,0,0,0,0
16251,0,0,0,0,0,0,1,0,0,0,0
16254,1,0,0,0,0,1,1,1,0,0,0
16259,0,0,0,0,0,0,1,0,0,0,0
16268,0,0,0,0,0,1,1,0,0,0,0
16269,0,0,0,0,0,0,1,0,0,0,0
16270,0,0,0,0,0,1,1,0,0,0,0
16358,1,0,0,0,0,0,1,0,0,0,0
16359,1,0,0,0,0,0,1,0,0,0,0
16493,0,0,0,0,0,1,1,1,0,0,0
16569,1,0,0,0,0,1,0,1,0,1,0
16571,1,0,0,0,0,1,0,0,0,1,0
16572,1,0,0,0,0,1,0,0,0,1,0
16573,1,0,0,0,0,1,0,0,0,1,0
16576,1,0,0,0,0,1,0,1,0,1,0
16599,1,0,0,0,0,0,0,1,0,1,0
16601,1,0,0,0,0,1,0,1,0,1,0
16625,1,0,0,0,0,0,1,0,0,0,0
16626,1,0,0,0,0,0,1,0,0,0,0
16635,0,0,0,0,0,1,0,1,0,1,0
16648,0,0,1,0,0,1,0,0,0,0,0
16649,1,0,0,0,0,1,0,1,0,1,0
16650,1,0,0,0,0,1,0,1,0,1,0
16657,0,0,1,0,0,0,0,0,0,0,0
16658,0,0,1,0,0,0,0,0,0,0,0
16662,0,0,1,0,0,0,0,0,0,0,0
16663,0,0,1,0,0,0,0,0,0,0,0
16664,0,0,1,0,0,0,0,0,0,0,0
16666,1,0,0,0,0,1,0,1,1,0,0
16668,1,0,0,0,0,0,0,1,1,0,0
16670,1,0,1,0,0,0,0,0,0,0,0
16674,1,0,0,0,0,1,0,1,1,0,0
16689,0,0,1,0,0,0,0,0,0,0,0
16694,0,0,1,0,0,0,0,0,0,0,0
16695,0,0,1,0,0,0,0,0,0,0,0
16696,0,0,1,0,0,0,0,0,0,0,0
16697,0,0,1,0,0,0,0,0,0,0,0
16699,0,0,1,0,0,0,0,0,0,0,0
16700,0,0,1,0,0,0,0,0,0,0,0
16704,0,0,1,0,0,0,0,0,0,0,0
16705,0,0,1,0,0,0,0,0,0,0,0
16716,0,0,1,0,0,0,0,0,0,0,0
16717,0,0,1,0,0,0,0,0,0,0,0
16730,1,0,0,0,0,0,0,1,0,1,0
16733,1,0,0,0,0,0,0,1,0,1,0
16747,1,0,0,0,0,1,0,1,0,1,0
16748,1,0,0,0,0,1,0,1,0,1,0
16750,1,0,0,0,0,1,0,0,0,1,0
16786,1,0,0,0,0,0,0,0,0,1,0
16818,0,0,0,0,0,0,1,0,0,0,0
16826,0,0,1,0,0,0,0,0,0,0,0
16827,0,0,1,0,0,0,0,0,0,0,0
16828,0,0,1,0,0,0,0,0,0,0,0
16829,0,0,1,0,0,0,0,0,0,0,0
16843,1,0,0,0,0,1,0,0,0,1,0
16847,1,0,0,0,0,0,0,1,0,1,0
16848,1,0,0,0,0,1,0,1,0,1,0
16849,1,0,0,0,0,1,0,1,0,1,0
16850,1,0,0,0,0,1,0,1,0,1,0
16851,1,0,0,0,0,1,0,1,0,1,0
16854,1,0,0,0,0,1,0,0,0,1,0
16856,1,0,0,0,0,0,0,1,0,1,0
16857,1,0,0,0,0,0,0,1,0,1,0
16863,1,0,0,0,0,0,1,0,0,0,0
16927,0,0,1,0,0,0,0,0,0,0,0
16928,0,0,1,0,0,0,0,0,0,0,0
16939,0,0,1,0,0,0,0,0,0,0,0
16963,0,0,1,0,0,0,0,0,0,0,0
16964,0,0,1,0,0,0,0,0,0,0,0
16966,0,0,1,0,0,0,0,0,0,0,0
16977,0,0,0,0,0,0,1,0,0,0,0
16978,0,0,0,0,0,0,1,0,0,0,0
16979,0,0,0,0,0,0,1,0,0,0,0
16980,0,0,0,0,0,0,1,0,0,0,0
16987,1,0,0,0,0,1,0,0,0,1,0
16998,1,0,0,0,0,1,0,0,0,1,0
17005,0,0,1,0,0,0,0,0,0,0,0
17006,0,0,1,0,0,0,0,0,0,0,0
17008,0,0,1,0,0,0,0,0,0,0,0
17009,1,0,0,0,0,1,0,0,0,1,0
17020,1,0,0,0,0,1,0,0,0,1,0
17025,0,0,1,0,0,0,0,0,0,0,0
17026,0,0,1,0,0,0,0,0,0,0,0
17027,0,0,1,0,0,0,0,0,0,0,0
17028,0,0,1,0,0,0,0,0,0,0,0
17029,0,0,1,0,0,0,0,0,0,0,0
17030,1,0,0,0,0,1,0,0,0,1,0
17032,0,0,1,0,0,0,0,0,0,0,0
17037,0,0,0,0,0,0,1,0,0,0,0
17038,0,0,0,0,0,0,1,0,0,0,0
17048,0,0,1,0,0,0,0,0,0,0,0
17049,0,0,1,0,0,0,0,0,0,0,0
17050,0,0,1,0,0,0,0,0,0,0,0
17051,0,0,1,0,0,0,0,0,0,0,0
17126,1,0,0,0,0,1,0,0,1,0,0
17128,1,0,0,0,0,1,0,0,1,0,0
17129,0,0,1,0,0,0,0,0,0,0,0
17130,0,0,1,0,0,0,0,0,0,0,0
17132,0,0,1,0,0,0,0,0,0,0,0
17133,0,0,0,1,0,0,0,1,0,0,0
17134,0,0,0,1,0,0,0,1,0,0,0
17136,0,0,0,0,1,0,0,1,0,0,0
17146,0,0,0,0,1,0,0,1,0,0,0
17147,0,0,0,1,0,0,0,1,0,0,0
17148,0,0,0,1,0,0,0,1,0,0,0
17149,0,0,0,1,0,0,0,1,0,0,0
17150,1,0,0,1,0,0,0,1,0,0,0
17151,0,0,0,1,0,0,0,1,0,0,0
17152,0,0,0,1,0,0,0,1,0,0,0
17154,0,0,0,1,0,0,0,0,0,0,0
17155,0,0,0,1,0,0,0,1,0,0,0
17156,0,0,0,1,0,0,0,1,0,0,0
17157,0,0,0,1,0,0,0,1,0,0,0
17158,0,0,0,1,0,0,0,0,0,0,0
17161,0,0,1,0,0,0,0,0,0,0,0
17162,0,0,1,0,0,0,0,0,0,0,0
17163,1,0,0,0,0,1,0,0,0,1,0
17165,1,0,0,0,0,1,0,0,0,1,0
17168,1,0,0,0,0,1,0,0,0,1,0
17169,1,0,0,0,0,0,0,0,0,1,0
17170,1,0,0,0,0,1,0,0,0,1,0
17172,1,0,0,0,0,1,0,0,0,1,0
17173,1,0,0,0,0,0,0,0,0,1,0
17178,1,0,0,0,0,1,0,0,0,1,0
17179,1,0,0,0,0,1,0,0,0,1,0
17181,1,0,0,0,0,1,0,0,0,1,0
17182,1,0,0,0,0,1,0,0,0,1,0
17185,1,0,0,0,0,1,0,0,0,1,0
17186,1,0,0,0,0,1,0,0,0,1,0
17192,0,0,1,0,0,0,0,0,0,0,0
17193,0,0,1,0,0,0,0,0,0,0,0
17194,1,0,0,0,0,1,0,0,0,1,0
17195,1,0,0,0,0,1,0,0,0,1,0
17196,1,0,0,0,0,1,0,0,0,1,0
17199,1,0,0,0,0,1,0,0,0,1,0
17200,1,0,0,0,0,1,0,0,0,1,0
17201,1,0,0,0,0,1,0,0,0,1,0
17202,1,0,0,0,0,1,0,0,0,1,0
17203,1,0,0,0,0,1,0,0,0,1,0
17204,1,0,0,0,0,1,0,1,0,1,0
17207,1,0,0,0,0,1,0,0,0,1,0
17208,1,0,0,0,0,1,0,0,0,1,0
17210,1,0,0,0,0,0,0,0,0,1,0
17211,1,0,0,0,0,1,0,0,0,1,0
17212,1,0,0,0,0,1,0,0,0,1,0
17213,1,0,0,0,0,0,0,0,0,1,0
17215,1,0,0,0,0,1,0,1,0,1,0
17218,1,0,0,0,0,1,0,0,0,1,0
17219,1,0,0,0,0,1,0,0,0,1,0
17223,1,0,0,0,0,1,0,0,0,1,0
17224,1,0,0,0,0,1,0,0,0,1,0
17225,1,0,0,0,0,1,0,0,0,1,0
17226,1,0,0,0,0,0,0,0,0,1,0
17227,1,0,0,0,0,1,0,0,0,1,0
17228,1,0,0,0,0,1,0,0,0,1,0
17229,1,0,0,0,0,1,0,1,0,1,0
17230,1,0,0,0,0,0,0,1,0,1,0
17232,1,0,0,0,0,1,0,1,0,1,0
17234,1,0,0,0,0,1,0,0,0,1,0
17235,1,0,0,0,0,1,0,0,0,1,0
17236,1,0,0,0,0,1,0,0,0,1,0
17237,1,0,0,0,0,1,0,0,0,1,0
17238,1,0,0,0,0,1,0,0,0,1,0
17239,1,0,0,0,0,0,0,0,0,1,0
17240,1,0,0,0,0,1,0,0,0,1,0
17241,0,0,0,1,0,1,0,1,0,0,0
17243,0,0,0,1,0,0,0,1,0,0,0
17244,0,0,0,1,0,0,0,1,0,0,0
17245,0,0,0,1,0,0,0,1,0,0,0
17246,0,0,0,1,0,0,0,1,0,0,0
17247,0,0,0,1,0,0,0,1,0,0,0
17248,0,0,0,1,0,0,0,1,0,0,0
17249,0,0,0,1,0,0,0,1,0,0,0
17250,0,0,0,1,0,0,0,1,0,0,0
17251,0,0,0,1,0,0,0,1,0,0,0
17252,0,0,0,1,0,0,0,1,0,0,0
17254,0,0,0,1,0,0,0,1,0,0,0
17255,0,0,0,1,0,0,0,1,0,0,0
17256,0,0,0,1,0,0,0,1,0,0,0
17257,0,0,0,1,0,0,0,1,0,0,0
17258,0,0,0,1,0,0,0,1,0,0,0
17259,0,0,0,1,0,0,0,1,0,0,0
17260,0,0,0,1,0,0,0,1,0,0,0
17261,0,0,0,1,0,0,0,0,0,0,0
17262,0,0,0,1,0,0,0,1,0,0,0
17263,0,0,0,1,0,0,0,1,0,0,0
17265,0,0,0,1,0,0,0,1,0,0,0
17266,0,0,0,1,0,0,0,1,0,0,0
17267,0,0,0,1,0,0,0,1,0,0,0
17268,0,0,0,1,0,0,0,1,0,0,0
17269,0,0,0,1,0,0,0,1,0,0,0
17270,0,0,0,1,0,0,0,1,0,0,0
17271,0,0,0,1,0,0,0,1,0,0,0
17272,0,0,0,1,0,0,0,1,0,0,0
17273,0,0,0,1,0,0,0,1,0,0,0
17274,0,0,0,1,0,0,0,1,0,0,0
17276,0,0,0,1,0,0,0,1,0,0,0
17277,0,0,0,1,0,0,0,0,0,0,0
17278,0,0,0,1,0,1,0,0,0,0,0
17279,0,0,0,1,0,0,0,1,0,0,0
17280,0,0,0,1,0,0,0,1,0,0,0
17281,0,0,0,1,0,0,0,1,0,0,0
17282,0,0,0,1,0,0,0,1,0,0,0
17283,0,0,0,1,0,0,0,1,0,0,0
17284,0,0,0,1,0,0,0,0,0,0,0
17285,0,0,0,1,0,0,0,1,0,0,0
17288,0,0,0,1,0,0,0,1,0,0,0
17289,0,0,0,1,0,0,0,1,0,0,0
17290,0,0,0,1,0,0,0,1,0,0,0
17291,0,0,0,1,0,0,0,0,0,0,0
17292,0,0,0,1,0,0,0,1,0,0,0
17293,0,0,0,1,0,0,0,1,0,0,0
17294,0,0,0,1,0,0,0,1,0,0,0
17295,0,0,0,1,0,0,0,1,0,0,0
17296,0,0,0,1,0,0,0,1,0,0,0
17297,0,0,0,1,0,0,0,1,0,0,0
17299,0,0,0,1,0,0,0,1,0,0,0
17300,0,0,0,1,0,0,0,1,0,0,0
17301,0,0,0,1,0,0,0,1,0,0,0
17302,0,0,0,1,0,0,0,0,0,0,0
17303,0,0,0,1,0,0,0,0,0,0,0
17304,0,0,0,1,0,0,0,1,0,0,0
17305,0,0,0,1,0,0,0,1,0,0,0
17306,0,0,0,1,0,0,0,1,0,0,0
17307,0,0,0,1,0,0,0,1,0,0,0
17308,0,0,0,1,0,0,0,1,0,0,0
17310,0,0,0,1,0,0,0,1,0,0,0
17311,0,0,0,1,0,0,0,1,0,0,0
17312,0,0,0,1,0,0,0,1,0,0,0
17313,0,0,0,1,0,0,0,1,0,0,0
17314,0,0,0,1,0,0,0,1,0,0,0
17315,0,0,0,1,0,0,0,1,0,0,0
17316,0,0,0,1,0,0,0,1,0,0,0
17317,0,0,0,1,0,0,0,1,0,0,0
17318,0,0,0,1,0,0,0,1,0,0,0
17319,0,0,0,1,0,0,0,1,0,0,0
17321,0,0,0,1,0,0,0,1,0,0,0
17322,0,0,0,1,0,0,0,1,0,0,0
17323,0,0,0,1,0,0,0,1,0,0,0
17324,0,0,0,1,0,0,0,1,0,0,0
17325,0,0,0,1,0,0,0,1,0,0,0
17326,0,0,0,1,0,0,0,1,0,0,0
17327,0,0,0,1,0,0,0,1,0,0,0
